false(none)|54 64 113 133|gene(gene) disease(disease)|这些结果表明HIF-1α中的C1772T多态性不参与结肠直肠癌的进展或转移。||gad_y_n                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
true(none)|53 57 67 80|gene(gene) disease(disease)|我们的结果证实CHL1基因和精神分裂症之间的积极关联，并表明CHL1可能参与精神分裂症的病因。||gad_y_n                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
true(none)|53 57 139 152|gene(gene) disease(disease)|我们的结果证实CHL1基因和精神分裂症之间的积极关联，并表明CHL1可能参与精神分裂症的病因。||gad_y_n                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
true(none)|67 80 99 103|disease(disease) gene(gene)|我们的结果证实CHL1基因和精神分裂症之间的积极关联，并表明CHL1可能参与精神分裂症的病因。||gad_y_n                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
true(none)|99 103 139 152|gene(gene) disease(disease)|我们的结果证实CHL1基因和精神分裂症之间的积极关联，并表明CHL1可能参与精神分裂症的病因。||gad_y_n                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
true(none)|28 32 55 68|gene(gene) disease(disease)|这种CHL1基因多态性与精神分裂症之间的关联支持细胞粘附分子参与精神分裂症的病因学的概念。||gad_y_n                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
true(none)|28 32 150 163|gene(gene) disease(disease)|这种CHL1基因多态性与精神分裂症之间的关联支持细胞粘附分子参与精神分裂症的病因学的概念。||gad_y_n                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
true(none)|25 29 79 92|gene(gene) disease(disease)|结果表明CHGB变异与我们的研究人群中精神分裂症的易感性有关。||gad_y_n                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
true(none)|85 90 120 133|gene(gene) disease(disease)|我们的数据表明CHEK2基因的I157T等位基因和可能的IVS2 + 1G> A等位基因有助于继承乳腺癌易感性。||gad_y_n                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
false(none)|26 31 146 163|gene(gene) disease(disease)|还得出结论，CHEK2蛋白质废除不是由家族性结肠直肠癌中的CHEK2种系变体R117G，R137Q，R145W，I157T和R180H引起的。||gad_y_n                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
false(none)|72 77 146 163|gene(gene) disease(disease)|还得出结论，CHEK2蛋白质废除不是由家族性结肠直肠癌中的CHEK2种系变体R117G，R137Q，R145W，I157T和R180H引起的。||gad_y_n                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
true(none)|13 20 54 59|disease(disease) gene(gene)|与CHEK2基因的突变相关的癌症的范围可以比先前认为的大得多。||gad_y_n                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
true(none)|52 57 166 179|gene(gene) disease(disease)|结果与CHEK2 * 1100delC与其他基因中易感性等位基因相关的风险相乘以增加乳腺癌风险的假设一致。||gad_y_n                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
true(none)|66 71 98 113|gene(gene) disease(disease)|我们的结果提供证据表明CHEK2的两个截断突变在波兰男性中赋予前列腺癌的中度风险，并且错义改变似乎提供适度的风险。||gad_y_n                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
true(none)|25 30 59 74|gene(gene) disease(disease)|结果表明，CHEK2变体是在人群水平上对前列腺癌的家族性聚集有显着贡献的低外显率前列腺癌易感性等位基因。||gad_y_n                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
true(none)|25 30 154 169|gene(gene) disease(disease)|结果表明，CHEK2变体是在人群水平上对前列腺癌的家族性聚集有显着贡献的低外显率前列腺癌易感性等位基因。||gad_y_n                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
true(none)|64 69 110 123|gene(gene) disease(disease)|这项研究提供了进一步的证据，CHEK2序列变异与增加的乳腺癌的风险相关联，并暗示与CHEK2突变相关的肿瘤发生不涉及野生型等位基因的损失。||gad_y_n                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
true(none)|110 123 176 181|disease(disease) gene(gene)|这项研究提供了进一步的证据，CHEK2序列变异与增加的乳腺癌的风险相关联，并暗示与CHEK2突变相关的肿瘤发生不涉及野生型等位基因的损失。||gad_y_n                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
true(none)|4 8 43 45|gene(gene) disease(disease)|ChAT AA是新的遗传风险因子AD，SSVS是用于同时分析与多个候选基因的关联的有用方法。||gad_y_n                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
true(none)|45 49 58 72|gene(gene) disease(disease)|这些结果表明CFTR基因参与成人患者中未知病因的支气管扩张。||gad_y_n                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
true(none)|73 75 137 141|gene(gene) disease(disease)|这些发现表明，在没有临床诊断为CF的患者中，CFTR基因突变可能参与ABPA的发展，与其他遗传或环境因素相关。||gad_y_n                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
true(none)|77 81 137 141|gene(gene) disease(disease)|这些发现表明，在没有临床诊断为CF的患者中，CFTR基因突变可能参与ABPA的发展，与其他遗传或环境因素相关。||gad_y_n                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
false(none)|65 69 96 110|gene(gene) disease(disease)|该研究不能得出CETP基因座上的多态性与北京中年和老年人的高脂血症相关的结论。||gad_y_n                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
false(none)|19 32 163 168|disease(disease) gene(gene)|该等位基因的相对低的乳腺癌外显率以及低的群体频率将限制在北美亲缘族中CHEK2 * 1100delC的种系测试的临床适用性。||gad_y_n                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
false(none)|55 61 96 109|gene(gene) disease(disease)|我们得出结论，CELSR1的九个胞外域的变异不增加对精神分裂症的易感性。||gad_y_n                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
false(none)|29 33 49 58|gene(gene) disease(disease)|这些发现表明CDSN不是主要的牛皮癣易感性基因。||gad_y_n                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
true(none)|57 64 105 126|gene(gene) disease(disease)|这些数据表明-838A与降低的p27kip1启动子活性和增加的心肌梗死的风险相关。||gad_y_n                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
true(none)|66 70 90 105|gene(gene) disease(disease)|我们的数据表明-160单核苷酸多态性CDH1是低渗透性前列腺癌易感基因，可能解释一部分家族性和显着遗传性前列腺癌。||gad_y_n                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
false(none)|0 10 101 115|gene(gene) disease(disease)|E-钙粘蛋白基因C-160A启动子多态性在中国人群非贲门胃癌的病因中可能不起主要作用。||gad_y_n                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
false(none)|60 70 114 128|gene(gene) disease(disease)|这些结果表明E-钙粘蛋白的-160 C / A多态性对韩国胃癌发展的风险和其组织学分类没有直接影响。||gad_y_n                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
false(none)|46 52 77 89|gene(gene) disease(disease)|我们得出结论TNFSF 5中的共同遗传变异不可能影响西非的结核病易感性，并且在该区域观察到的连锁不是由于TNFSF 5的变异。||gad_y_n                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
false(none)|77 89 187 193|disease(disease) gene(gene)|我们得出结论TNFSF 5中的共同遗传变异不可能影响西非的结核病易感性，并且在该区域观察到的连锁不是由于TNFSF 5的变异。||gad_y_n                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
true(none)|4 9 50 53|gene(gene) disease(disease)|CD154 3'UTR微卫星与SLE相关，并且患者中最具代表性的等位基因伴随着来自对照的活化淋巴细胞中更长时间的蛋白质表达。||gad_y_n                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
true(none)|83 87 199 216|gene(gene) disease(disease)|我们的研究结果表明酒精消费和CD36基因A52C多态性相关的长链脂肪酸和氧化低密度脂蛋白在结肠直肠癌病因中的代谢之间的显着相互作用。||gad_y_n                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
true(none)|86 90 139 156|gene(gene) disease(disease)|我们的研究结果表明中等高肉消费和CD36基因A52C多态性之间的相互作用可能增加结肠直肠癌的风险。||gad_y_n                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
false(none)|55 59 109 124|gene(gene) disease(disease)|本研究没有证据表明导致蛋白质改变的CD28突变有助于乳糜泻的易感性。||gad_y_n                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
false(none)|61 65 90 96|gene(gene) disease(disease)|这项研究证实CD14 C-159T多态性与哮喘或哮喘严重程度之间没有关联，并且在成年人群中该多态性与特应性之间存在弱关联。||gad_y_n                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
false(none)|61 65 100 106|gene(gene) disease(disease)|这项研究证实CD14 C-159T多态性与哮喘或哮喘严重程度之间没有关联，并且在成年人群中该多态性与特应性之间存在弱关联。||gad_y_n                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
true(none)|49 53 114 133|gene(gene) disease(disease)|本文中，CD14基因的C-189T启动子多态性与女性相关，但在具有牙周病的男性患者中不相关。||gad_y_n                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
false(none)|4 8 92 115|gene(gene) disease(disease)|CD14-260C> T基因多态性与社区人群中亚临床颈动脉粥样硬化的风险增加无关。||gad_y_n                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
true(none)|32 36 66 72|gene(gene) disease(disease)|在这个大型德国研究人群中，CD14基因型和IgE之间缺乏关联以及特应性结果似乎表明CD14基因型可能不直接参与儿童期过敏的发展。||gad_y_n                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
true(none)|66 72 143 147|disease(disease) gene(gene)|CD14基因型和IgE之间缺乏关联以及特应性结果在这个大的德国研究人群中似乎表明CD14基因型可能不直接参与儿童期过敏的发展。||gad_y_n                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
false(none)|50 54 117 141|gene(gene) disease(disease)|我们得出结论，CD14单核细胞受体基因中的-159T / C多态性与冠状动脉粥样硬化的进展与这一人群没有相关，也没有影响普伐他汀治疗动脉粥样硬化的功效。||gad_y_n                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
false(none)|112 116 147 168|gene(gene) disease(disease)|在这项研究中，我们不能够检测等位基因T（-260）的频率在CD14受体基因的启动子在心肌梗死和控件的幸存者的差异。||gad_y_n                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
true(none)|60 64 98 100|gene(gene) disease(disease)|这些结果表明，在CD14 / -159的T等位基因和TT基因型是CAL的KD的危险因素，并且KD中CAL的发展可能与CD14类似受体反应的程度相关。||gad_y_n                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
true(none)|60 64 137 139|gene(gene) disease(disease)|这些结果表明，在CD14 / -159的T等位基因和TT基因型是CAL的KD的危险因素，并且KD中CAL的发展可能与CD14类似受体反应的程度相关。||gad_y_n                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
true(none)|98 100 175 179|disease(disease) gene(gene)|这些结果表明，在CD14 / -159的T等位基因和TT基因型是CAL的KD的危险因素，并且KD中CAL的发展可能与CD14类似受体反应的程度相关。||gad_y_n                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
true(none)|137 139 175 179|disease(disease) gene(gene)|这些结果表明，在CD14 / -159的T等位基因和TT基因型是CAL的KD的危险因素，并且KD中CAL的发展可能与CD14类似受体反应的程度相关。||gad_y_n                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
false(none)|28 32 91 104|gene(gene) disease(disease)|这些发现表明CD14 -159C / T多态性与日本人口中牙周炎的发展无关，但是在牙周炎受试者中，SNP的表达可能与早期疾病活动相关。||gad_y_n                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
